Date,Price Close,PctChange,RollingVolatility
2020-01-31,12321.253084987002,0.0,
2020-02-28,11449.916630914,-7.071816868486314,
2020-02-28,11449.916630914,0.0,
2020-03-31,10077.296775666999,-11.988033620620609,
2020-03-31,10077.296775666999,0.0,
2020-04-30,11370.884024597999,12.836649328960338,
2020-04-30,11370.884024597999,0.0,
2020-05-29,11922.400331979,4.850250043777926,
2020-05-29,11922.400331979,0.0,
2020-06-30,11909.891624823,-0.10491769113346594,
2020-06-30,11909.891624823,0.0,
2020-07-31,12527.652110061,5.1869530361673855,96.65536943940005
2020-07-31,12527.652110061,0.0,96.65536943940005
2020-08-31,13008.022293782002,3.834478955040699,90.28767976542771
2020-08-31,13008.022293782002,0.0,90.28767976542771
2020-09-30,12671.437392001,-2.5875178730427995,65.72381835835344
2020-09-30,12671.437392001,0.0,65.72381835835344
2020-10-30,12449.461066443002,-1.7517848898351729,39.32418680187745
2020-10-30,12449.461066443002,0.0,39.32418680187745
2020-11-30,13532.292336465998,8.69781642951375,50.73280967618046
2020-11-30,13532.292336465998,0.0,50.73280967618046
2020-12-31,13790.609028506002,1.9088908635524149,50.47007427550745
2020-12-31,13790.609028506002,0.0,50.47007427550745
2021-01-29,15535.046611852998,12.649460076354435,71.09560359037775
2021-01-29,15535.046611852998,0.0,71.09560359037775
2021-02-26,15839.43215834,1.959347494038166,70.44057060489352
2021-02-26,15839.43215834,0.0,70.44057060489352
2021-03-31,16960.76602164,7.079381710723642,70.76509385027859
2021-03-31,16960.76602164,0.0,70.76509385027859
2021-04-30,17784.884194915,4.85896788048088,67.99925296271647
2021-04-30,17784.884194915,0.0,67.99925296271647
2021-05-28,18185.114627283,2.250396617608752,61.98443902109622
2021-05-28,18185.114627283,0.0,61.98443902109622
2021-06-30,18372.204328952997,1.028806831876139,62.32612504911194
2021-06-30,18372.204328952997,0.0,62.32612504911194
2021-07-30,19511.170728288,6.199399804954764,41.88637132377364
2021-07-30,19511.170728288,0.0,41.88637132377364
2021-08-31,19351.13644953,-0.8202187402623573,43.7638194316029
2021-08-31,19351.13644953,0.0,43.7638194316029
2021-09-30,18256.167034264,-5.658424341752788,46.82514672133783
2021-09-30,18256.167034264,0.0,46.82514672133783
2021-10-29,19591.148182614,7.312494160709915,52.83572420250734
2021-10-29,19591.148182614,0.0,52.83572420250734
2021-11-30,19131.726825862,-2.3450455913539114,54.242110338494584
2021-11-30,19131.726825862,0.0,54.242110338494584
2021-12-31,20332.564157202003,6.276680313649097,60.44312294188587
2021-12-31,20332.564157202003,0.0,60.44312294188587
2022-01-31,23848.905131264,17.294134408603213,94.47349909736538
2022-02-28,23293.639938780005,-2.328262825600691,96.09985993824213
2022-03-31,24092.789186336,3.430761571211316,95.57538812064959
2022-04-29,22520.010239649004,-6.52800692573603,103.0889410108506
2022-05-31,22711.216167225997,0.8490490259207562,96.93203375370581
2022-06-30,20902.316679504,-7.964784775957412,107.03604642585495
2022-07-29,22750.353080667002,8.841299409529624,109.19998867444164
2022-08-31,21892.161248250002,-3.77221324598378,111.69549389756556
2022-09-30,19869.328395236,-9.239986998431693,120.73582480583306
2022-10-31,21890.309541434,10.171361135097868,128.38755271121943
2022-11-30,23267.070998778,6.289364957302523,128.3985599368626
2022-12-30,22287.237254024,-4.211246636095545,130.89175599247926
