Date,Price Close,Rebased
2014-03-31,7649.914591776999,99.99999999999999
2014-06-30,8136.335173367001,106.35850996444931
2014-09-30,7721.393149904,100.93437066871091
2014-12-31,7972.939589041,104.22259612690611
2015-03-31,7099.736579980001,92.80805027041227
2015-06-30,6942.507730631,90.75274824758958
2015-09-30,6546.042118014,85.5701333587493
2015-12-31,6888.324713462999,90.04446560576449
2016-03-31,6125.791303383,80.07659732525248
2016-06-30,5965.815856025001,77.98539165963683
2016-09-30,6724.9598024629995,87.90895273120766
2016-12-30,6732.501248918,88.00753483123668
2017-03-31,5311.723222971999,69.4350657023236
2017-06-30,5562.686014195,72.71566169084305
2017-09-29,5690.211562335,74.38268093151639
2017-12-29,5681.707463078001,74.2715149942373
2018-03-29,5344.700637323,69.86614782690637
2018-06-29,5529.164591807,72.27746827069647
2018-09-28,5659.014584307,73.97487274419971
2018-12-31,4674.110288401999,61.10016304530074
2019-03-19,397.2,5.192214831090479
2019-03-29,5096.961845994001,66.62769609836947
2019-06-28,5939.941776591,77.64716462293484
2019-09-30,5089.310969948,66.5276835302001
2019-12-31,5478.301181942001,71.61257967285941
2020-03-31,4677.1743600240015,61.140216716295924
2020-06-30,5974.5167877839995,78.09913059952449
2020-09-30,7050.512665077999,92.164593218553
2020-12-31,7500.993514906,98.05329752267984
2021-03-31,3912.02520624,51.13815532587894
2021-06-30,4265.926467800001,55.764367256929965
2021-09-30,4338.443705860001,56.71231559269243
2021-12-31,4382.5199999999995,57.288482733007655
2022-03-31,6074.910000000001,79.41147482260791
2022-06-30,5166.12,67.53173434842181
2022-09-30,5043.28,65.92596478686302
2022-12-30,5679.48,74.24239750473754
