,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters
8685,RHIM.NS,RHI Magnesita India Ltd,True,Asia
8686,002698.SZ,Harbin Boshi Automation Co Ltd,True,Asia
8687,603766.SS,Loncin Motor Co Ltd,True,Asia
8688,300347.SZ,Hangzhou Tigermed Consulting Co Ltd,True,Asia
8689,002681.SZ,Shenzhen Fenda Technology Co Ltd,True,Asia
8690,002707.SZ,UTour Group Co Ltd,True,Asia
8691,601608.SS,CITIC Heavy Industries Co Ltd,True,Asia
8692,603288.SS,Foshan Haitian Flavouring and Food Co Ltd,True,Asia
8693,002727.SZ,Yixintang Pharmaceutical Group Co Ltd,True,Asia
8694,603688.SS,Jiangsu Pacific Quartz Co Ltd,True,Asia
8695,SEIN.NS,Schneider Electric Infrastructure Ltd,True,Asia
8696,300383.SZ,Beijing Sinnet Technology Co Ltd,True,Asia
8697,002739.SZ,Wanda Film Holding Co Ltd,True,Asia
8698,601016.SS,CECEP Wind-Power Corp,True,Asia
8699,603606.SS,Ningbo Orient Wires & Cables Co Ltd,True,Asia
8700,VIPS.N,Vipshop Holdings Ltd,True,Asia
8701,3698.HK,Huishang Bank Corp Ltd,True,Asia
8702,EITA.KL,EITA Resources Bhd,True,Asia
8703,603369.SS,Jiangsu King's Luck Brewery Joint-Stock Co Ltd,True,Asia
8704,002709.SZ,Guangzhou Tinci Materials Technology Co Ltd,True,Asia
8705,EMWPF.PK,Eros Media World PLC,True,Asia
8706,BUMI.SI,Bumitama Agri Ltd,True,Asia
8707,603185.SS,Hongyuan Green Energy Co Ltd,True,Asia
8708,SAEN.KL,Sapura Energy Bhd,True,Asia
8709,601865.SS,Flat Glass Group Co Ltd,True,Asia
8710,002705.SZ,Guangdong Xinbao Electrical Appliances Holdings Co Ltd,True,Asia
8711,601838.SS,Bank of Chengdu Co Ltd,True,Asia
8712,001203.SZ,Dazhong Mining Co Ltd,True,Asia
8713,603699.SS,Neway Valve Suzhou Co Ltd,True,Asia
8714,300369.SZ,NSFOCUS Technologies Group Co Ltd,True,Asia
8715,002773.SZ,Chengdu Kanghong Pharmaceutical Group Co Ltd,True,Asia
8716,603026.SS,Shida Shinghwa Advanced Material Group Co Ltd,True,Asia
8717,601966.SS,Shandong Linglong Tyre Co Ltd,True,Asia
8718,603019.SS,Dawning Information Industry Co Ltd,True,Asia
8719,603707.SS,Nanjing King-friend Biochemical Pharmaceutical Co Ltd,True,Asia
8720,PEIN.KL,PESTECH International Bhd,True,Asia
8721,002756.SZ,Yongxing Special Materials Technology Co Ltd,True,Asia
8722,601512.SS,China-Singapore Suzhou Industrial Park Development Group Co Ltd,True,Asia
8723,002736.SZ,Guosen Securities Co Ltd,True,Asia
8724,600917.SS,Chongqing Gas Group Corp Ltd,True,Asia
8725,2930.T,Kitanotatsujin Corp,True,Asia
8726,600926.SS,Bank of Hangzhou Co Ltd,True,Asia
8727,9802.TW,Fulgent Sun International (Holding) Co Ltd,True,Asia
8728,601997.SS,Bank of Guiyang Co Ltd,True,Asia
8729,GENA.NS,General Insurance Corporation of India,True,Asia
8730,5274.TWO,Aspeed Technology Inc,True,Asia
8731,300357.SZ,Zhejiang Wolwo Bio-Pharmaceutical Co Ltd,True,Asia
8732,3279.T,Activia Properties Inc,True,Asia
8733,300363.SZ,Porton Pharma Solutions Ltd,True,Asia
8734,300373.SZ,Yangzhou Yangjie Electronic Technology Co Ltd,True,Asia
8735,2228.TW,Iron Force Industrial Co Ltd,True,Asia
8736,TKNSA.IS,Teknosa Ic ve Dis Ticaret AS,True,Asia
8737,GLOT.KL,Globaltec Formation Bhd,True,Asia
8738,POLHO.IS,Polisan Holding AS,True,Asia
8739,AAV.BK,Asia Aviation PCL,True,Asia
8740,WHA.BK,WHA Corporation PCL,True,Asia
8741,300376.SZ,East Group Co Ltd,True,Asia
8742,300408.SZ,Chaozhou Three-circle Group Co Ltd,True,Asia
8743,300390.SZ,Canmax Technologies Co Ltd,True,Asia
8744,GMS.L,Gulf Marine Services PLC,True,Asia
8745,300418.SZ,Kunlun Tech Co Ltd,True,Asia
8746,300395.SZ,Hubei Feilihua Quartz Glass Co Ltd,True,Asia
8747,PTG.BK,PTG Energy PCL,True,Asia
8748,603883.SS,LBX Pharmacy Chain JSC,True,Asia
8749,603799.SS,Zhejiang Huayou Cobalt Co Ltd,True,Asia
8750,603885.SS,JUNEYAO AIRLINES Co Ltd,True,Asia
8751,300529.SZ,Jafron Biomedical Co Ltd,True,Asia
8752,3665.T,Enigmo Inc,True,Asia
8753,GAQR.KL,Gabungan AQRS Bhd,True,Asia
8754,OCKG.KL,OCK Group Bhd,True,Asia
8755,IHHH.KL,IHH Healthcare Bhd,True,Asia
8756,6098.T,Recruit Holdings Co Ltd,True,Asia
8757,601068.SS,China Aluminum International Engineering Corp Ltd,True,Asia
8758,KARE.KL,Karex Bhd,True,Asia
8759,VMAR.NS,V-mart Retail Ltd,True,Asia
8760,6889.HK,Dynam Japan Holdings Co Ltd,True,Asia
8761,RTNI.NS,Rattanindia Enterprises Ltd,True,Asia
8762,PASU.KL,Pasukhas Group Bhd,True,Asia
8763,COCH.NS,Cochin Shipyard Ltd,True,Asia
8764,DSON.KL,Datasonic Group Bhd,True,Asia
8765,IGRE.KL,IGB Real Estate Investment Trust,True,Asia
8766,ASSA.JK,Adi Sarana Armada Tbk PT,True,Asia
8767,FAEH.SI,Far East Hospitality Trust,True,Asia
8768,CKP.BK,CK Power PCL,True,Asia
8769,ASTR.KL,Astro Malaysia Holdings Bhd,True,Asia
8770,TKN.BK,Taokaenoi Food & Marketing PCL,True,Asia
8771,VGI.BK,VGI PCL,True,Asia
8772,7161.T,Jimoto Holdings Inc,True,Asia
8773,5703.T,Nippon Light Metal Holdings Co Ltd,True,Asia
8774,6617.T,Takaoka Toko Co Ltd,True,Asia
8775,MPHB.KL,MPHB Capital Bhd,True,Asia
8776,4031.SE,Saudi Ground Services Company SJSC,True,Asia
8777,FPIm.BK,Fortune Parts Industry PCL,True,Asia
8778,PPP.BK,Premier Products PCL,True,Asia
8779,PPSm.BK,Project Planning Service PCL,True,Asia
8780,ARROWm.BK,Arrow Syndicate PCL,True,Asia
8781,161390.KS,Hankook Tire & Technology Co Ltd,True,Asia
8782,5289.TWO,Innodisk Corp,True,Asia
8783,GEOE.SI,Geo Energy Resources Ltd,True,Asia
8784,TUNE.KL,Tune Protect Group Bhd,True,Asia
8785,YY.OQ,JOYY Inc,True,Asia
8786,4004.SE,Dallah Healthcare Company SJSC,True,Asia
8787,VERUS.IS,Verusa Holding AS,True,Asia
8788,6178.T,Japan Post Holdings Co Ltd,True,Asia
8789,HIAP.KL,Hiap Huat Holdings Bhd,True,Asia
8790,3668.T,Colopl Inc,True,Asia
8791,3178.T,Chimney Co Ltd,True,Asia
8792,4171.TWO,GeneReach Biotechnology Corp,True,Asia
8793,0884.HK,CIFI Holdings (Group) Co Ltd,True,Asia
8794,603858.SS,Shandong Buchang Pharmaceuticals Co Ltd,True,Asia
8795,601375.SS,Central China Securities Co Ltd,True,Asia
8796,7164.T,Zenkoku Hosho Co Ltd,True,Asia
8797,3281.T,GLP J-REIT,True,Asia
8798,2931.T,Euglena Co Ltd,True,Asia
8799,1030.HK,Seazen Group Ltd,True,Asia
8800,601878.SS,Zheshang Securities Co Ltd,True,Asia
8801,BERA.IS,Bera Holding AS,True,Asia
8802,ICON.KL,Icon Offshore Bhd,True,Asia
8803,600977.SS,China Film Co Ltd,True,Asia
8804,1908.HK,C&D International Investment Group Ltd,True,Asia
8805,4174.TWO,OBI Pharma Inc,True,Asia
8806,601319.SS,People's Insurance Company Group of China Ltd,True,Asia
8807,6414.TW,Ennoconn Corp,True,Asia
8808,CHG.BK,Chularat Hospital PCL,True,Asia
8809,4167.TWO,Savior Lifetec Corp,True,Asia
8810,2587.T,Suntory Beverage & Food Ltd,True,Asia
8811,6411.TWO,Amazing Microelectronic Corp,True,Asia
8812,6412.TW,Chicony Power Technology Co Ltd,True,Asia
8813,6409.TW,Voltronic Power Technology Corp,True,Asia
8814,601728.SS,China Telecom Corp Ltd,True,Asia
8815,601598.SS,Sinotrans Ltd,True,Asia
8816,1232.HK,Golden Wheel Tiandi Holdings Company Ltd,True,Asia
8817,AMATAV.BK,Amata VN PCL,True,Asia
8818,1680.HK,Macau Legend Development Ltd,True,Asia
8819,3282.T,Comforia Residential Reit Inc,True,Asia
8820,AKSGY.IS,Akis Gayrimenkul Yatirim Ortakligi AS,True,Asia
8821,3283.T,Nippon Prologis REIT Inc,True,Asia
8822,600927.SS,Yongan Futures Co Ltd,True,Asia
8823,ICHI.BK,Ichitan Group PCL,True,Asia
8824,3182.T,Oisix Ra Daichi Inc,True,Asia
8825,9025.T,Konoike Transport Co Ltd,True,Asia
8826,HEXA.KL,Hextar Industries Bhd,True,Asia
8827,HLGYO.IS,Halk Gayrimenkul Yatirim Ortakligi AS,True,Asia
8828,3673.T,Broadleaf Co Ltd,True,Asia
8829,TITI.KL,Titijaya Land Bhd,True,Asia
8830,1419.T,Tama Home Co Ltd,True,Asia
8831,688187.SS,Zhuzhou CRRC Times Electric Co Ltd,True,Asia
8832,BERA.KL,Bermaz Auto Bhd,True,Asia
8833,3284.T,Hoosiers Holdings Co Ltd,True,Asia
8834,ACST.JK,Acset Indonusa Tbk PT,True,Asia
8835,MC.BK,MC Group PCL,True,Asia
8836,ADEN.NS,Advanced Enzyme Technologies Ltd,True,Asia
8837,ASIA.SI,Asian Pay Television Trust,True,Asia
8838,THREL.BK,Thaire Life Assurance PCL,True,Asia
8839,3380.HK,Logan Group Co Ltd,True,Asia
8840,NYT.BK,Namyong Terminal PCL,True,Asia
8841,8150.TW,ChipMOS Technologies Inc,True,Asia
8842,LITB.N,LightInTheBox Holding Co Ltd,True,Asia
8843,603927.SS,Sinosoft Co Ltd,True,Asia
8844,KANG.KL,Kanger International Bhd,True,Asia
8845,3287.T,Hoshino Resorts REIT Inc,True,Asia
8846,SUTHA.BK,Golden Lime PCL,True,Asia
8847,4587.T,PeptiDream Inc,True,Asia
8848,MATR.KL,Matrix Concepts Holdings Bhd,True,Asia
8849,2386.HK,Sinopec Engineering Group Co Ltd,True,Asia
8850,LEON.KL,Leon Fuat Bhd,True,Asia
8851,IOIP.KL,IOI Properties Group Bhd,True,Asia
8852,LITm.BK,Lease IT PCL,True,Asia
8853,601881.SS,China Galaxy Securities Co Ltd,True,Asia
8854,ODAS.IS,Odas Elektrik Uretim Sanayi Ticaret AS,True,Asia
8855,SHAD.NS,Sharda Motor Industries Ltd,True,Asia
8856,PARA.SI,Paragon REIT,True,Asia
8857,601211.SS,Guotai Junan Securities Co Ltd,True,Asia
8858,SSPW.OM,Sembcorp Salalah Power and Water Company SAOG,True,Asia
8859,SAHO.KL,Sasbadi Holdings Bhd,True,Asia
8860,RRHI.PS,Robinsons Retail Holdings Inc,True,Asia
8861,3186.T,Nextage Co Ltd,True,Asia
8862,1107.HK,Modern Land (China) Co Ltd,True,Asia
8863,ABMF.KL,ABM Fujiya Bhd,True,Asia
8864,PLUSP.L,Plus500 Ltd,True,Asia
8865,INWN.NS,Inox Wind Ltd,True,Asia
8866,ORCE.NS,Orient Cement Ltd,True,Asia
8867,175330.KS,JB Financial Group Co Ltd,True,Asia
8868,ADIA.NS,Aditya Birla Fashion and Retail Ltd,True,Asia
8869,SMMN.NS,Sammaan Capital Ltd,True,Asia
8870,MEGA.BK,Mega Lifesciences PCL,True,Asia
8871,2799.HK,China CITIC Financial Asset Management Co Ltd,True,Asia
8872,027410.KS,BGF Co Ltd,True,Asia
8873,0636.HK,Kerry Logistics Network Ltd,True,Asia
8874,PCSGH.BK,PCS Machine Group Holding PCL,True,Asia
8875,M.BK,MK Restaurant Group PCL,True,Asia
8876,3288.T,Open House Group Co Ltd,True,Asia
8877,3290.T,One REIT Inc,True,Asia
8878,SOIL.KL,Solid Automotive Bhd,True,Asia
8879,2066.HK,Shengjing Bank Co Ltd,True,Asia
8880,4157.TWO,Taigen Biopharmaceuticals Holdings Ltd,True,Asia
8881,3706.TW,MiTAC Holdings Corp,True,Asia
8882,180640.KS,Hanjin Kal,True,Asia
8883,181710.KS,NHN Corp,True,Asia
8884,3687.T,Fixstars Corp,True,Asia
8885,3289.T,Tokyu Fudosan Holdings Corp,True,Asia
8886,3678.T,Media Do Co Ltd,True,Asia
8887,6740.T,Japan Display Inc,True,Asia
8888,1359.HK,China Cinda Asset Management Co Ltd,True,Asia
8889,MPHC.QA,Mesaieed Petrochemical Holding Company QPSC,True,Asia
8890,WPHB.KL,Westports Holdings Bhd,True,Asia
8891,SEVE.KL,7-Eleven Malaysia Holdings Bhd,True,Asia
8892,BABA.N,Alibaba Group Holding Ltd,True,Asia
8893,3291.T,Iida Group Holdings Co Ltd,True,Asia
8894,WIX.OQ,Wix.Com Ltd,True,Asia
8895,3292.T,Aeon Reit Investment Corp,True,Asia
8896,2082.SE,Acwa Power Company SJSC,True,Asia
8897,6080.T,M&A Capital Partners Co Ltd,True,Asia
8898,0799.HK,IGG Inc,True,Asia
8899,1862.HK,Jingrui Holdings Ltd,True,Asia
8900,3679.T,ZIGExN Co Ltd,True,Asia
8901,3681.T,V-cube Inc,True,Asia
8902,7779.T,Cyberdyne Inc,True,Asia
8903,601985.SS,China National Nuclear Power Co Ltd,True,Asia
8904,600909.SS,Huaan Securities Co Ltd,True,Asia
8905,1302.SE,Bawan Company SJSC,True,Asia
8906,4137.TW,Chlitina Holding Ltd,True,Asia
8907,ATHM.N,Autohome Inc,True,Asia
8908,4013.SE,Dr Sulaiman Al Habib Medical Services Group Company SJSC,True,Asia
8909,BWLPG.OL,BW LPG Ltd,True,Asia
8910,PNBS.JK,Bank Panin Dubai Syariah Tbk PT,True,Asia
8911,7167.T,Mebuki Financial Group Inc,True,Asia
8912,6088.T,SIGMAXYZ Holdings Inc,True,Asia
8913,BARA.KL,Barakah Offshore Petroleum Bhd,True,Asia
8914,1268.HK,China MeiDong Auto Holdings Ltd,True,Asia
8915,1820.SE,Abdulmohsen Al-Hokair Group for Tourism and Development Company SJSC,True,Asia
8916,1663.T,K&O Energy Group Inc,True,Asia
8917,1233.HK,Times China Holdings Ltd,True,Asia
8918,6415.TW,Silergy Corp,True,Asia
8919,DIFu.BK,Digital Telecommunications Infrastructure Fund,True,Asia
8920,0586.HK,China Conch Venture Holdings Ltd,True,Asia
8921,SIDO.JK,Industri Jamu dan Farmasi Sido Muncul Tbk PT,True,Asia
8922,GCAPm.BK,G Capital PCL,True,Asia
8923,600023.SS,Zhejiang Zheneng Electric Power Co Ltd,True,Asia
8924,2638.HK,HK Electric Investments Ltd,True,Asia
8925,GPSC.BK,Global Power Synergy PCL,True,Asia
8926,PLANB.BK,Plan B Media PCL,True,Asia
8927,SAPPE.BK,SAPPE PCL,True,Asia
8928,FRPL.SI,Frasers Property Ltd,True,Asia
8929,3295.T,Hulic Reit Inc,True,Asia
8930,OUEI.SI,OUE Real Estate Investment Trust,True,Asia
8931,1622.HK,Redco Properties Group Ltd,True,Asia
8932,601326.SS,Qinhuangdao Port Co Ltd,True,Asia
8933,4246.T,DaikyoNishikawa Corp,True,Asia
8934,CNPF.PS,Century Pacific Food Inc,True,Asia
8935,MDWD.OQ,Mediwound Ltd,True,Asia
8936,3191.T,Joyful Honda Co Ltd,True,Asia
8937,SHCR.NS,Sharda Cropchem Ltd,True,Asia
8938,BEMA.QA,Damaan Islamic Insurance Co Beema,True,Asia
8939,8454.TW,Momo Com Inc,True,Asia
8940,603737.SS,Skshu Paint Co Ltd,True,Asia
8941,603986.SS,GigaDevice Semiconductor Inc,True,Asia
8942,1415.HK,Cowell e Holdings Inc,True,Asia
8943,RESE.KL,Reach Energy Bhd,True,Asia
8944,3396.HK,Legend Holdings Corp,True,Asia
8945,2255.HK,Haichang Ocean Park Holdings Ltd,True,Asia
8946,TCTM.OQ,TCTM Kids IT Education Inc,True,Asia
8947,6446.TW,PharmaEssentia Corp,True,Asia
8948,300394.SZ,Suzhou TFC Optical Communication Co Ltd,True,Asia
8949,300474.SZ,Changsha Jingjia Microelectronics Co Ltd,True,Asia
8950,9090.T,AZ-Com Maruwa Holdings Inc,True,Asia
8951,9024.T,Seibu Holdings Inc,True,Asia
8952,300438.SZ,Guangzhou Great Power Energy and Technology Co Ltd,True,Asia
8953,300433.SZ,Lens Technology Co Ltd,True,Asia
8954,688122.SS,Western Superconducting Technologies Co Ltd,True,Asia
8955,603868.SS,Shanghai Flyco Electrical Appliance Co Ltd,True,Asia
8956,603087.SS,Gan & Lee Pharmaceuticals,True,Asia
8957,603338.SS,Zhejiang Dingli Machinery Co Ltd,True,Asia
8958,300496.SZ,Thunder Software Technology Co Ltd,True,Asia
8959,603658.SS,Autobio Diagnostics Co Ltd,True,Asia
8960,603317.SS,Sichuan Teway Food Group Co Ltd,True,Asia
8961,601198.SS,Dongxing Securities Corp Ltd,True,Asia
8962,RATB.NS,RBL Bank Ltd,True,Asia
8963,603567.SS,HeiLongJiang ZBD Pharmaceutical Co Ltd,True,Asia
8964,601127.SS,Seres Group Co Ltd,True,Asia
8965,300442.SZ,Range Intelligent Computing Technology Group Co Ltd,True,Asia
8966,600959.SS,Jiangsu Broadcasting Cable Information Network Corp Ltd,True,Asia
8967,3197.T,Skylark Holdings Co Ltd,True,Asia
8968,300458.SZ,All Winner Technology Co Ltd,True,Asia
8969,300487.SZ,Sunresin New Materials Co Ltd,True,Asia
8970,3296.T,Nippon REIT Investment Corp,True,Asia
8971,8341.TW,Sunny Friend Environmental Technology Co Ltd,True,Asia
8972,6138.HK,Harbin Bank Co Ltd,True,Asia
8973,600958.SS,Orient Securities Co Ltd,True,Asia
8974,603899.SS,Shanghai M&G Stationery Inc,True,Asia
8975,601689.SS,Ningbo Tuopu Group Co Ltd,True,Asia
8976,300450.SZ,Wuxi Lead Intelligent Equipment Co Ltd,True,Asia
8977,603568.SS,Zhejiang Weiming Environment Protection Co Ltd,True,Asia
8978,9618.HK,JD.Com Inc,True,Asia
8979,0288.HK,WH Group Ltd,True,Asia
8980,601163.SS,Triangle Tyre Co Ltd,True,Asia
8981,300463.SZ,Maccura Biotechnology Co Ltd,True,Asia
8982,300413.SZ,Mango Excellent Media Co Ltd,True,Asia
8983,MGAS.NS,Mahanagar Gas Ltd,True,Asia
8984,603589.SS,Anhui Kouzi Distillery Co Ltd,True,Asia
8985,002761.SZ,Zhejiang Construction Investment Group Co Ltd,True,Asia
8986,002821.SZ,Asymchem Laboratories Tianjin Co Ltd,True,Asia
8987,300832.SZ,Shenzhen New Industries Biomedical Engineering Co Ltd,True,Asia
8988,600908.SS,Wuxi Rural Commercial Bank Co Ltd,True,Asia
8989,002791.SZ,Guangdong Kinlong Hardware Products Co Ltd,True,Asia
8990,603027.SS,Qianhe Condiment and Food Co Ltd,True,Asia
8991,603198.SS,Anhui Yingjia Distillery Co Ltd,True,Asia
8992,LEJUY.PK,Leju Holdings Ltd,True,Asia
8993,TOUR.OQ,Tuniu Corp,True,Asia
8994,9898.HK,Weibo Corp,True,Asia
8995,EATE.KL,EA Technique (M) Bhd,True,Asia
8996,CMCM.N,Cheetah Mobile Inc,True,Asia
8997,FSCA.SI,First Sponsor Group Ltd,True,Asia
8998,LINK.JK,Link Net Tbk PT,True,Asia
8999,NEXN.L,Nexxen International Ltd,True,Asia
9000,2186.HK,Luye Pharma Group Ltd,True,Asia
9001,4007.SE,Al Hammadi Holding Company SJSC,True,Asia
9002,6095.T,MedPeer Inc,True,Asia
9003,3688.T,Carta Holdings Inc,True,Asia
9004,ASHG.TA,Ashtrom Group Ltd,True,Asia
9005,DEVY.NS,Devyani International Ltd,True,Asia
9006,VARB.NS,Varun Beverages Ltd,True,Asia
9007,MIKA.JK,Mitra Keluarga Karyasehat Tbk PT,True,Asia
9008,603444.SS,G-bits Network Technology Xiamen Co Ltd,True,Asia
9009,002812.SZ,Yunnan Energy New Material Co Ltd,True,Asia
9010,ECOH.KL,Econpile Holdings Bhd,True,Asia
9011,3639.HK,Yida China Holdings Ltd,True,Asia
9012,6462.TWO,Egis Technology Inc,True,Asia
9013,2329.HK,Glory Health Industry Ltd,True,Asia
9014,603345.SS,Anjoy Foods Group Co Ltd,True,Asia
9015,603355.SS,Kingclean Electric Co Ltd,True,Asia
9016,CYBR.OQ,Cyberark Software Ltd,True,Asia
9017,300502.SZ,Eoptolink Technology Inc Ltd,True,Asia
9018,603866.SS,Toly Bread Co Ltd,True,Asia
9019,002818.SZ,Chengdu Fusen Noble-House Industrial Co Ltd,True,Asia
9020,FRHO.SI,Frasers Hospitality Trust,True,Asia
9021,300558.SZ,Betta Pharmaceuticals Co Ltd,True,Asia
9022,600956.SS,China Suntien Green Energy Corp Ltd,True,Asia
9023,601963.SS,Bank of Chongqing Co Ltd,True,Asia
9024,601298.SS,Qingdao Port International Co Ltd,True,Asia
9025,603569.SS,Beijing Changjiu Logistics Corp,True,Asia
9026,002865.SZ,Hainan Drinda New Energy Technology Co Ltd,True,Asia
9027,603708.SS,Jiajiayue Group Co Ltd,True,Asia
9028,603983.SS,Guangdong Marubi Biotechnology Co Ltd,True,Asia
9029,603515.SS,Opple Lighting Co Ltd,True,Asia
9030,MWG.HM,Mobile World Investment Corp,True,Asia
9031,HHRG.KL,HHRG Bhd,True,Asia
9032,XINW.KL,Xin Hwa Holdings Bhd,True,Asia
9033,603160.SS,Shenzhen Goodix Technology Co Ltd,True,Asia
9034,600936.SS,Guangxi Radio and Television Information Network Corp Ltd,True,Asia
9035,601212.SS,Baiyin Nonferrous Group Co Ltd,True,Asia
9036,603377.SS,Eastern Pioneer Driving School Co Ltd,True,Asia
9037,300482.SZ,Guangzhou Wondfo Biotech Co Ltd,True,Asia
9038,IIAN.NS,Indian Energy Exchange Ltd,True,Asia
9039,THYO.NS,Thyrocare Technologies Ltd,True,Asia
9040,601611.SS,China Nuclear Engineering & Construction Corp Ltd,True,Asia
9041,CBG.BK,Carabao Group PCL,True,Asia
9042,INMR.NS,Indiamart Intermesh Ltd,True,Asia
9043,IREI.SI,IREIT Global,True,Asia
9044,JAPF.SI,Japfa Ltd,True,Asia
9045,VPB.HM,Vietnam Prosperity Joint Stock Commercial Bank,True,Asia
9046,DGC.HM,Ducgiang Chemicals Group JSC,True,Asia
9047,MTC.BK,Muangthai Capital PCL,True,Asia
9048,9143.T,SG Holdings Co Ltd,True,Asia
9049,5876.TW,Shanghai Commercial & Savings Bank Ltd,True,Asia
9050,2060.T,Feed One Co Ltd,True,Asia
9051,9468.T,Kadokawa Corp,True,Asia
9052,7173.T,Tokyo Kiraboshi Financial Group Inc,True,Asia
9053,6240.T,Yamashin-Filter Corp,True,Asia
9054,STC.KW,Kuwait Telecommunications Company KSCP,True,Asia
9055,1578.HK,Bank of Tianjin Co Ltd,True,Asia
9056,6443.TW,TSEC Corp,True,Asia
9057,601916.SS,China Zheshang Bank Co Ltd,True,Asia
9058,SEDG.OQ,Solaredge Technologies Inc,True,Asia
9059,3707.TWO,Episil Technologies Inc,True,Asia
9060,3694.T,OPTiM Corp,True,Asia
9061,002831.SZ,ShenZhen YUTO Packaging Technology Co Ltd,True,Asia
9062,CARM.KL,Carimin Petroleum Bhd,True,Asia
9063,SCOG.KL,Sunway Construction Group Bhd,True,Asia
9064,6472.TW,Bora Pharmaceuticals Co Ltd,True,Asia
9065,1303.SE,Electrical Industries Company JSC,True,Asia
9066,1310.HK,HKBN Ltd,True,Asia
9067,603517.SS,Juewei Food Co Ltd,True,Asia
9068,204320.KS,HL Mando Corp,True,Asia
9069,6099.T,Elan Corp,True,Asia
9070,EPG.BK,Eastern Polymer Group PCL,True,Asia
9071,NDRm.BK,ND Rubber PCL,True,Asia
9072,TFG.BK,Thaifoods Group PCL,True,Asia
9073,1381.HK,Canvest Environmental Protection Group Company Ltd,True,Asia
9074,3697.T,SHIFT Inc,True,Asia
9075,214320.KS,Innocean Worldwide Inc,True,Asia
9076,PDSL.NS,PDS Limited,True,Asia
9077,ECOD.KL,Eco World International Bhd,True,Asia
9078,6488.TWO,Globalwafers Co Ltd,True,Asia
9079,1958.HK,BAIC Motor Corp Ltd,True,Asia
9080,3451.T,Tosei Reit Investment Corp,True,Asia
9081,603833.SS,Oppein Home Group Inc,True,Asia
9082,ONLY.KL,Only World Group Holdings Bhd,True,Asia
9083,3309.T,Sekisui House Reit Inc,True,Asia
9084,IFIB.NS,Infibeam Avenues Ltd,True,Asia
9085,9551.T,Metawater Co Ltd,True,Asia
9086,196170.KQ,Alteogen Inc,True,Asia
9087,6028.T,TechnoPro Holdings Inc,True,Asia
9088,3902.T,Medical Data Vision Co Ltd,True,Asia
9089,9418.T,U-Next Holdings Co Ltd,True,Asia
9090,MM2A.SI,MM2 Asia Ltd,True,Asia
9091,MOMO.OQ,Hello Group Inc,True,Asia
9092,9517.T,Erex Co Ltd,True,Asia
9093,002841.SZ,Guangzhou Shiyuan Electronic Technology Co Ltd,True,Asia
9094,603218.SS,Riyue Heavy Industry Co Ltd,True,Asia
9095,4321.SE,Arabian Centres Company SJSC,True,Asia
9096,KRON.KL,Kronologi Asia Bhd,True,Asia
9097,KEPE.SI,Keppel DC REIT,True,Asia
9098,SEDA.KL,SEDANIA Innovator Bhd,True,Asia
9099,IFAS.SI,IFAST Corporation Ltd,True,Asia
9100,0520.HK,Xiabuxiabu Catering Management (China) Holdings Co Ltd,True,Asia
9101,SPEN.TA,Shapir Engineering and Industry Ltd,True,Asia
9102,300682.SZ,Longshine Technology Group Co Ltd,True,Asia
9103,002850.SZ,Shenzhen Kedali Industry Co Ltd,True,Asia
9104,603638.SS,Yantai Eddie Precision Machinery Co Ltd,True,Asia
9105,BASGZ.IS,Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi AS,True,Asia
9106,INEE.NS,Intellect Design Arena Ltd,True,Asia
9107,003816.SZ,CGN Power Co Ltd,True,Asia
9108,601869.SS,Yangtze Optical Fibre and Cable Joint Stock Ltd Co,True,Asia
9109,601228.SS,Guangzhou Port Co Ltd,True,Asia
9110,002867.SZ,Chow Tai Seng Jewellery Co Ltd,True,Asia
9111,6491.TW,Pegavision Corp,True,Asia
9112,6469.TWO,Great Tree Pharmacy Co Ltd,True,Asia
9113,8464.TW,Nien Made Enterprise Co Ltd,True,Asia
9114,KEN.N,Kenon Holdings Ltd,True,Asia
9115,6035.T,IR Japan Holdings Ltd,True,Asia
9116,6036.T,KeePer Technical Laboratory Co Ltd,True,Asia
9117,BBYB.JK,PT Bank Neo Commerce Tbk,True,Asia
9118,CENA.NS,Central Depository Services (India) Ltd,True,Asia
9119,6510.TWO,Chunghwa Precision Test Tech Co Ltd,True,Asia
9120,TLSV.NS,TeamLease Services Ltd,True,Asia
9121,PECC.KL,Pecca Group Bhd,True,Asia
9122,ALKE.NS,Alkem Laboratories Ltd,True,Asia
9123,OSP.BK,Osotspa PCL,True,Asia
9124,SYNN.NS,Syngene International Ltd,True,Asia
9125,000166.SZ,Shenwan Hongyuan Group Co Ltd,True,Asia
9126,VJC.HM,Vietjet Aviation JSC,True,Asia
9127,1530.HK,3SBio Inc,True,Asia
9128,603939.SS,Yifeng Pharmacy Chain Co Ltd,True,Asia
9129,3222.T,United Super Markets Holdings Inc,True,Asia
9130,603863.SS,Guangdong Songyang Recycle Resources Co Ltd,True,Asia
9131,603228.SS,Shenzhen Kinwong Electronic Co Ltd,True,Asia
9132,3445.T,RS Technologies Co Ltd,True,Asia
9133,1606.HK,China Development Bank Financial Leasing Co Ltd,True,Asia
9134,ORI.BK,Origin Property PCL,True,Asia
