Date,Price Close,PctChange,RollingVolatility
2020-02-28,6314.321629833999,-5.36858786704294,
2020-03-31,4832.414360024,-23.468986166435702,
2020-04-30,5766.291247146,19.325265127251257,
2020-05-29,6094.1979853170005,5.686614222500408,
2020-06-30,6158.546787784,1.0559027229183782,
2020-07-31,7070.444209920999,14.807022720779273,
2020-08-31,7440.911511927,5.239660918138278,
2020-09-30,7213.102665078,-3.061571777649097,
2020-10-30,6960.583246984999,-3.5008432545340806,
2020-11-30,7408.2325772230015,6.431204316562167,
2020-12-31,7662.983514906,3.4387545885943727,
2021-01-29,3570.27211494,-53.40885037798759,305.38107871106496
2021-02-26,3648.8042974399996,2.199613362000541,305.8550894362471
2021-03-31,3760.3052062399997,3.0558204746203854,286.98045090829316
2021-04-30,4020.0579896599997,6.907757992328811,273.24155442265
2021-05-28,3999.74142258,-0.5053799505444045,271.27328138910997
2021-06-30,4102.416467800001,2.5670420752792245,271.6805283187056
2021-07-30,4236.421257460001,3.2664842955806073,260.92181912486353
2021-08-31,4381.652501140001,3.428158694659067,259.8555499922963
2021-09-30,4174.383705860001,-4.73037958227115,260.06065115916834
2021-10-29,4203.20115526,0.6903402138031645,260.4262784629751
2021-11-30,4032.84,-4.053128769409597,256.8532829064236
2021-12-31,4215.53,4.530058221997391,257.5370503397259
2022-01-31,7096.520000000001,68.34229622372516,310.5452468927475
2022-02-28,6737.799999999999,-5.0548719654140655,314.9383566529369
2022-03-31,6271.96,-6.9138294398765066,320.7235891214779
2022-04-29,5886.04,-6.1531004662019555,325.15671976891696
2022-05-31,5974.51,1.5030478895828203,324.5614784075798
2022-06-30,5346.14,-10.517515243927955,332.0621430377765
2022-07-29,5935.47,11.023467398908359,333.7313687560381
2022-08-31,5574.6500000000015,-6.079046815163736,337.1534979670601
2022-09-30,5225.549999999999,-6.262276555478852,338.08708547357554
2022-10-31,5506.58,5.377998488197422,337.90202969433494
2022-11-30,5942.7,7.919979370135355,335.9666421855151
2022-12-30,5855.04,-1.4750870816295558,337.2059006054981
