,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters,TRBC Economic Sector Name
123,LEIG.DE,Leifheit AG,True,Europe,Consumer Non-Cyclicals
124,MNVG.F,Mainova AG,True,Europe,Utilities
125,MUVGn.DE,Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,True,Europe,Financials
126,NBHG.MU,Hoftex Group AG,True,Europe,Consumer Cyclicals
127,NSTG.H,Steuler Fliesengruppe AG,True,Europe,Consumer Cyclicals
128,NLVGn.DE,Nuernberger Beteiligungs AG,True,Europe,Financials
129,OELG.F,ADM Hamburg AG,True,Europe,Consumer Non-Cyclicals
130,PSHG_p.DE,Porsche Automobil Holding SE,True,Europe,Consumer Cyclicals
131,TUI1n.DE,TUI AG,True,Europe,Consumer Cyclicals
132,PWO.DE,PWO AG,True,Europe,Consumer Cyclicals
133,KULG.MU,Kulmbacher Brauerei AG,True,Europe,Consumer Non-Cyclicals
134,RLVG.D,RheinLand Holding AG,True,Europe,Financials
135,RHMG.DE,Rheinmetall AG,True,Europe,Industrials
136,SAPG.DE,SAP SE,True,Europe,Technology
137,SCMG.D,Schumag AG,True,Europe,Industrials
138,SWAG.DE,Schloss Wachenheim AG,True,Europe,Consumer Non-Cyclicals
139,JCI.N,Johnson Controls International PLC,True,Europe,Industrials
140,SIXG.DE,Sixt SE,True,Europe,Industrials
141,NEPG.H,SLOMAN NEPTUN Schiffahrts-AG,True,Europe,Industrials
142,SZGG.DE,Salzgitter AG,True,Europe,Basic Materials
143,SSHG.F,Suedwestdeutsche Salzwerke AG,True,Europe,Consumer Non-Cyclicals
144,SZUG.DE,Suedzucker AG,True,Europe,Consumer Non-Cyclicals
145,TEGG.DE,TAG Immobilien AG,True,Europe,Real Estate
146,HVBG.F,UeSTRA Hannoversche Verkehrsbetriebe AG,True,Europe,Industrials
147,VAR1.DE,Varta AG,True,Europe,Industrials
148,EONGn.DE,E On Se,True,Europe,Utilities
149,VOWG.DE,Volkswagen AG,True,Europe,Consumer Cyclicals
150,2HR.DE,H&R GmbH & Co KgaA,True,Europe,Basic Materials
151,WUG.F,Westag AG,True,Europe,Consumer Cyclicals
152,WUWGn.DE,Wuestenrot & Wuerttembergische AG,True,Europe,Financials
153,ZILGn.DE,ElringKlinger AG,True,Europe,Consumer Cyclicals
154,ACX.MC,Acerinox SA,True,Europe,Basic Materials
155,CIEA.MC,CIE Automotive SA,True,Europe,Consumer Cyclicals
156,AZK.MC,Azkoyen SA,True,Europe,Industrials
157,BBVA.MC,Banco Bilbao Vizcaya Argentaria SA,True,Europe,Financials
158,QBE.AX,QBE Insurance Group Ltd,True,Oceania,Financials
159,BKT.MC,Bankinter SA,True,Europe,Financials
160,NTGY.MC,Naturgy Energy Group SA,True,Europe,Utilities
161,IDR.MC,Indra Sistemas SA,True,Europe,Technology
162,NHH.MC,Minor Hotels Europe & Americas SA,True,Europe,Consumer Cyclicals
163,ECR.MC,Ercros SA,True,Europe,Basic Materials
164,ANA.MC,Acciona SA,True,Europe,Industrials
165,ENOR.MC,Elecnor SA,True,Europe,Industrials
166,ENC.MC,Ence Energia y Celulosa SA,True,Europe,Basic Materials
167,TUBA.MC,Tubacex SA,True,Europe,Basic Materials
168,ASMI.AS,ASM International NV,True,Europe,Technology
169,FAE.MC,Faes Farma SA,True,Europe,Healthcare
170,FCC.MC,Fomento de Construcciones y Contratas SA,True,Europe,Industrials
171,IBE.MC,Iberdrola SA,True,Europe,Utilities
172,DTCJ.J,Datatec Ltd,True,Africa,Technology
173,MDF.MC,Duro Felguera SA,True,Europe,Industrials
174,ACCP.PA,Accor SA,True,Europe,Consumer Cyclicals
175,AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,True,Europe,Basic Materials
176,SAF.PA,Safran SA,True,Europe,Industrials
177,AUER.PA,Aurea SA,True,Europe,Industrials
178,BAIN.PA,Societe Anonyme des Bains de Mer et du Cercle des Etrangers a Monaco SA,True,Europe,Consumer Cyclicals
179,CHBE.PA,Beneteau SA,True,Europe,Consumer Cyclicals
180,BICP.PA,Societe BIC SA,True,Europe,Industrials
181,JBOG.PA,Bogart SA,True,Europe,Consumer Non-Cyclicals
182,BOIR.PA,Boiron SA,True,Europe,Healthcare
183,SAVEN.PA,Savencia SA,True,Europe,Consumer Non-Cyclicals
184,BOUY.PA,Bouygues SA,True,Europe,Industrials
185,DANO.PA,Danone SA,True,Europe,Consumer Non-Cyclicals
186,BULY.PA,Burelle SA,True,Europe,Consumer Cyclicals
187,CCAP.PA,Compagnie du Cambodge SA,True,Europe,Industrials
188,CAPP.PA,Capgemini SE,True,Europe,Technology
189,CBLP.PA,Mersen SA,True,Europe,Consumer Non-Cyclicals
190,CARR.PA,Carrefour SA,True,Europe,Consumer Non-Cyclicals
191,SCOR.PA,Scor SE,True,Europe,Financials
192,ALKS.OQ,Alkermes Plc,True,Europe,Healthcare
193,AXAF.PA,AXA SA,True,Europe,Financials
194,VCTP.PA,Vicat SA,True,Europe,Basic Materials
195,AM.PA,Dassault Aviation SA,True,Europe,Industrials
196,ZURN.S,Zurich Insurance Group AG,True,Europe,Financials
197,ALDEV.PA,Devernois SA,True,Europe,Consumer Cyclicals
198,ZWM.S,Zwahlen et Mayr SA,True,Europe,Basic Materials
199,EDSP.PA,Electricite de Strasbourg SA,True,Europe,Utilities
200,ICAD.PA,Icade SA,True,Europe,Real Estate
201,ODET.PA,Compagnie De l'odet SE,True,Europe,Consumer Cyclicals
202,ESLX.PA,EssilorLuxottica SA,True,Europe,Healthcare
203,ESSF.PA,Esso Societe Anonyme Francaise SA,True,Europe,Energy
204,EURA.PA,Eurazeo SE,True,Europe,Financials
205,EEPC.PA,Soc D Explosifs Produits Chimiques SA,True,Europe,Basic Materials
206,FRVIA.PA,Forvia SE,True,Europe,Consumer Cyclicals
207,COVH.PA,Covivio Hotels SCA,True,Europe,Real Estate
208,FLYP.PA,Societe Fonciere Lyonnaise SA,True,Europe,Real Estate
209,FOUG.PA,Eiffage SA,True,Europe,Industrials
210,CVO.PA,Covivio SA,True,Europe,Real Estate
211,ALBI.PA,Gascogne SA,True,Europe,Basic Materials
212,GAUM.PA,Gaumont SA,True,Europe,Consumer Cyclicals
213,VIRI.PA,Viridien SA,True,Europe,Energy
214,SGEF.PA,Vinci SA,True,Europe,Industrials
215,VIV.PA,Vivendi SE,True,Europe,Consumer Cyclicals
216,SOGN.PA,Societe Generale SA,True,Europe,Financials
217,GENC.PA,Rallye SA,True,Europe,Consumer Non-Cyclicals
218,ALGEV.PA,Gevelot SA,True,Europe,Industrials
219,GFII.PA,Lisi SA,True,Europe,Industrials
220,GFCP.PA,Gecina SA,True,Europe,Real Estate
221,GRBT.PA,Guerbet SA,True,Europe,Healthcare
222,IMTP.PA,Imerys SA,True,Europe,Basic Materials
223,IFDE.PA,Groupe ETPO SA,True,Europe,Industrials
224,RUBF.PA,Rubis SCA,True,Europe,Energy
225,JCQ.PA,Jacquet Metals SA,True,Europe,Basic Materials
226,LOIM.PA,Klepierre SA,True,Europe,Real Estate
227,LECS.PA,Lectra SA,True,Europe,Technology
228,LINP.PA,Finatis SA,True,Europe,Consumer Non-Cyclicals
229,LOEX.PA,Fonciere Euris SA,True,Europe,Consumer Non-Cyclicals
230,OREP.PA,L'Oreal SA,True,Europe,Consumer Non-Cyclicals
231,MFBP.PA,Malteries Franco Belges SA,True,Europe,Consumer Non-Cyclicals
232,MANP.PA,Manitou BF SA,True,Europe,Industrials
233,MWDP.PA,Wendel SE,True,Europe,Financials
234,BOLL.PA,Bollore SE,True,Europe,Consumer Cyclicals
235,MAUP.PA,Etablissements Maurel et Prom SA,True,Europe,Energy
236,MICP.PA,Compagnie Generale des Etablissements Michelin SCA,True,Europe,Consumer Cyclicals
237,LAGA.PA,Lagardere SA,True,Europe,Consumer Cyclicals
238,ALATI.PA,Actia Group SA,True,Europe,Consumer Cyclicals
239,ALEXA.PA,Exacompta Clairefontaine SA,True,Europe,Basic Materials
240,PIEJF.PK,Rothschild & Co SCA,True,Europe,Financials
241,PADI.PA,Fiducial Real Estate SA,True,Europe,Real Estate
242,PERP.PA,Pernod Ricard SA,True,Europe,Consumer Non-Cyclicals
243,OPM.PA,Opmobility SE,True,Europe,Consumer Cyclicals
244,ALPM.PA,Precia SA,True,Europe,Industrials
245,PUBP.PA,Publicis Groupe SA,True,Europe,Consumer Cyclicals
246,AREIT.PA,Altareit SCA,True,Europe,Real Estate
247,ROBF.PA,Robertet SA,True,Europe,Basic Materials
248,TEPRF.PA,Teleperformance SE,True,Europe,Industrials
249,SABL.PA,Saint Jean Groupe,True,Europe,Consumer Non-Cyclicals
250,SGOB.PA,Compagnie de Saint Gobain SA,True,Europe,Consumer Cyclicals
251,ALNSC.PA,NSC Groupe SA,True,Europe,Industrials
252,SCHN.PA,Schneider Electric SE,True,Europe,Industrials
253,SEBF.PA,SEB SA,True,Europe,Consumer Cyclicals
254,ALGIR.PA,Signaux Girod SA,True,Europe,Consumer Cyclicals
255,SOON.S,Sonova Holding AG,True,Europe,Healthcare
256,EXHO.PA,Sodexo SA,True,Europe,Consumer Cyclicals
257,ATOS.PA,Atos SE,True,Europe,Technology
258,IMAF.PA,Altarea SCA,True,Europe,Real Estate
259,CMCL.A,Caledonia Mining Corporation PLC,True,Europe,Basic Materials
260,TFFP.PA,Television Francaise 1 SA,True,Europe,Consumer Cyclicals
261,TTEF.PA,TotalEnergies SE,True,Europe,Energy
262,TEIF.PA,Societe de la Tour Eiffel SA,True,Europe,Real Estate
263,VLLP.PA,Vallourec SA,True,Europe,Energy
264,AIRF.PA,Air France KLM SA,True,Europe,Industrials
265,VLOF.PA,Valeo SE,True,Europe,Consumer Cyclicals
266,VEIL.PA,Viel et Compagnie SA,True,Europe,Financials
267,VIRB.PA,Virbac SA,True,Europe,Healthcare
268,DSCV.L,discoverIE Group plc,True,Europe,Technology
269,ALWA.L,Alliance Witan PLC,True,Europe,Financials
270,AIBG.I,AIB Group PLC,True,Europe,Financials
271,ALUG.L,Alumasc Group PLC,True,Europe,Industrials
272,ICGT.L,ICG Enterprise Trust PLC,True,Europe,Financials
273,ANEA.L,Anglo-Eastern Plantations PLC,True,Europe,Consumer Non-Cyclicals
274,AHT.L,Ashtead Group PLC,True,Europe,Industrials
275,PNL.L,Personal Assets Trust PLC,True,Europe,Financials
276,GL9.I,Glanbia PLC,True,Europe,Consumer Non-Cyclicals
277,AVON.L,Avon Technologies PLC,True,Europe,Industrials
278,BAB.L,Babcock International Group PLC,True,Europe,Industrials
279,BNKR.L,Bankers Investment Trust PLC,True,Europe,Financials
280,BIRG.I,Bank of Ireland Group PLC,True,Europe,Financials
281,BARC.L,Barclays PLC,True,Europe,Financials
282,BTRW.L,Barratt Redrow PLC,True,Europe,Consumer Cyclicals
283,BAG.L,A G Barr PLC,True,Europe,Consumer Non-Cyclicals
284,BWY.L,Bellway PLC,True,Europe,Consumer Cyclicals
285,FOUR.L,4imprint Group PLC,True,Europe,Consumer Cyclicals
286,BKGH.L,Berkeley Group Holdings PLC,True,Europe,Consumer Cyclicals
287,BALF.L,Balfour Beatty PLC,True,Europe,Industrials
288,COA.L,Coats Group PLC,True,Europe,Consumer Cyclicals
289,BOY.L,Bodycote PLC,True,Europe,Industrials
290,BOOT.L,Henry Boot PLC,True,Europe,Industrials
291,SPT.L,Spirent Communications plc,True,Europe,Technology
292,AON.N,Aon PLC,True,Europe,Financials
293,BAES.L,BAE Systems PLC,True,Europe,Industrials
294,AGT.L,AVI Global Trust PLC,True,Europe,Financials
295,BLND.L,British Land Company PLC,True,Europe,Real Estate
296,BP.L,BP PLC,True,Europe,Energy
297,BT.L,BT Group PLC,True,Europe,Technology
298,GBGP.L,GB Group PLC,True,Europe,Technology
299,SINT.ST,SinterCast AB,True,Europe,Consumer Cyclicals
300,BNZL.L,Bunzl plc,True,Europe,Industrials
301,CNE.L,Capricorn Energy PLC,True,Europe,Energy
302,CLDN.L,Caledonia Investments PLC,True,Europe,Financials
303,CAME.L,Camellia PLC,True,Europe,Consumer Non-Cyclicals
304,CPI.L,Capita PLC,True,Europe,Industrials
305,CGT.L,Capital Gearing Trust PLC,True,Europe,Financials
306,CAL.L,Capital & Regional PLC,True,Europe,Real Estate
307,CARRC.L,Carr's Group PLC,True,Europe,Consumer Non-Cyclicals
308,CGS.L,Castings PLC,True,Europe,Basic Materials
309,CHG.L,Chemring Group PLC,True,Europe,Industrials
310,CKN.L,Clarkson PLC,True,Europe,Industrials
311,CBRO.L,Close Brothers Group PLC,True,Europe,Financials
312,CFX.L,Colefax Group PLC,True,Europe,Consumer Cyclicals
313,AV.L,Aviva PLC,True,Europe,Financials
314,NTAS.L,North Atlantic Smaller Companies Investment Trust PLC,True,Europe,Financials
315,VSVS.L,Vesuvius plc,True,Europe,Industrials
316,COSG.L,Costain Group PLC,True,Europe,Industrials
317,CWK.L,Cranswick PLC,True,Europe,Consumer Non-Cyclicals
318,RSW.L,Renishaw PLC,True,Europe,Industrials
319,CRDA.L,Croda International PLC,True,Europe,Basic Materials
320,CRPR.L,James Cropper PLC,True,Europe,Basic Materials
321,SDG.L,Sanderson Design Group PLC,True,Europe,Consumer Cyclicals
322,ASL.L,Aberforth Smaller Companies Trust PLC,True,Europe,Financials
323,DLN.L,Derwent London PLC,True,Europe,Real Estate
324,DWHT.L,Dewhurst Group PLC,True,Europe,Industrials
325,DPLM.L,Diploma PLC,True,Europe,Industrials
326,EDIN.L,Edinburgh Investment Trust PLC,True,Europe,Financials
327,DGN.L,Asia Dragon Trust PLC,True,Europe,Financials
328,ELCO.L,Eleco PLC,True,Europe,Technology
329,RS1R.L,RS Group PLC,True,Europe,Technology
330,SXS.L,Spectris PLC,True,Europe,Technology
331,GSCT.L,Global Smaller Companies Trust PLC,True,Europe,Financials
332,TT.N,Trane Technologies PLC,True,Europe,Industrials
333,FSJ.L,James Fisher and Sons PLC,True,Europe,Industrials
334,JAM.L,JPMorgan American Investment Trust PLC,True,Europe,Financials
335,JFJ.L,JPMorgan Japanese Investment Trust PLC,True,Europe,Financials
336,JGGI.L,JPMorgan Global Growth & Income PLC,True,Europe,Financials
337,FCIT.L,F&C Investment Trust PLC,True,Europe,Financials
338,FSTA.L,Fuller Smith & Turner PLC,True,Europe,Consumer Cyclicals
339,GFRD.L,Galliford Try Holdings PLC,True,Europe,Industrials
340,GSK.L,GSK plc,True,Europe,Healthcare
341,GLEG.L,MJ Gleeson PLC,True,Europe,Consumer Cyclicals
342,KBT.L,K3 Business Technology Group PLC,True,Europe,Technology
343,ZIG.L,ZIGUP PLC,True,Europe,Industrials
344,GDWN.L,Goodwin PLC,True,Europe,Industrials
345,GRI.L,Grainger PLC,True,Europe,Real Estate
346,ITV.L,ITV PLC,True,Europe,Consumer Cyclicals
347,GPEG.L,Great Portland Estates PLC,True,Europe,Real Estate
348,EXPN.L,Experian PLC,True,Europe,Industrials
349,GRG.L,Greggs PLC,True,Europe,Consumer Cyclicals
350,HGT.L,HgCapital Trust PLC,True,Europe,Financials
351,PANI.L,Pantheon International PLC,True,Europe,Financials
352,DGE.L,Diageo PLC,True,Europe,Consumer Non-Cyclicals
353,HLMA.L,Halma PLC,True,Europe,Technology
354,JHD.L,James Halstead PLC,True,Europe,Consumer Cyclicals
355,HMSO.L,Hammerson PLC,True,Europe,Real Estate
356,ELM.L,Elementis PLC,True,Europe,Basic Materials
357,HAYS.L,Hays PLC,True,Europe,Industrials
358,HEAD.L,Headlam Group PLC,True,Europe,Consumer Cyclicals
359,HLCL.L,Helical PLC,True,Europe,Real Estate
360,MTO.L,Mitie Group PLC,True,Europe,Industrials
361,HILS.L,Hill & Smith PLC,True,Europe,Basic Materials
362,HTG.L,Hunting PLC,True,Europe,Energy
363,IMI.L,IMI PLC,True,Europe,Industrials
364,INCH.L,Inchcape PLC,True,Europe,Consumer Cyclicals
365,BGFD.L,Baillie Gifford Japan Trust PLC,True,Europe,Financials
366,JSG.L,Johnson Service Group PLC,True,Europe,Consumer Cyclicals
367,JMAT.L,Johnson Matthey PLC,True,Europe,Basic Materials
368,KMR.L,Kenmare Resources PLC,True,Europe,Basic Materials
369,KYGa.I,Kerry Group PLC,True,Europe,Consumer Non-Cyclicals
370,KSP.I,Kingspan Group PLC,True,Europe,Consumer Cyclicals
371,LAND.L,Land Securities Group PLC,True,Europe,Real Estate
372,LTHM.L,James Latham PLC,True,Europe,Basic Materials
373,LWDB.L,Law Debenture Corporation PLC,True,Europe,Financials
374,EOTE.L,European Opportunities Trust PLC,True,Europe,Financials
375,LGEN.L,Legal & General Group PLC,True,Europe,Financials
376,LSC.L,London Security PLC,True,Europe,Technology
377,RNWH.L,Renew Holdings PLC,True,Europe,Industrials
378,MACF.L,Macfarlane Group PLC,True,Europe,Basic Materials
379,MSLH.L,Marshalls PLC,True,Europe,Basic Materials
380,MRCH.L,Merchants Trust PLC,True,Europe,Financials
381,APTD.L,Aptitude Software Group PLC,True,Europe,Technology
382,MPAC.L,MPAC Group PLC,True,Europe,Industrials
383,MNKS.L,Monks Investment Trust PLC,True,Europe,Financials
384,MGAMM.L,Morgan Advanced Materials PLC,True,Europe,Industrials
385,MUT.L,Murray Income Trust PLC,True,Europe,Financials
386,MYI.L,Murray International Trust PLC,True,Europe,Financials
387,PAGPA.L,Paragon Banking Group PLC,True,Europe,Financials
388,BWNG.L,N Brown Group PLC,True,Europe,Consumer Cyclicals
389,NXT.L,Next PLC,True,Europe,Consumer Cyclicals
390,NICL.L,Nichols PLC,True,Europe,Consumer Non-Cyclicals
391,BRSC.L,Blackrock Smaller Companies Trust PLC,True,Europe,Financials
392,UU.L,United Utilities Group PLC,True,Europe,Utilities
393,OXIG.L,Oxford Instruments PLC,True,Europe,Technology
394,PHI.L,Pacific Horizon Investment Trust PLC,True,Europe,Financials
395,PZC.L,PZ Cussons PLC,True,Europe,Consumer Non-Cyclicals
396,PSON.L,Pearson PLC,True,Europe,Consumer Cyclicals
397,PINE.L,Pinewood Technologies Group PLC,True,Europe,Technology
398,PSN.L,Persimmon PLC,True,Europe,Consumer Cyclicals
399,MEGPM.L,ME Group International PLC,True,Europe,Industrials
400,PMGR.L,Portmeirion Group PLC,True,Europe,Consumer Cyclicals
401,PORV.L,Porvair PLC,True,Europe,Industrials
402,VANQ.L,Vanquis Banking Group PLC,True,Europe,Financials
403,PRU.L,Prudential PLC,True,Europe,Financials
404,VOD.L,Vodafone Group PLC,True,Europe,Technology
405,RAT.L,Rathbones Group PLC,True,Europe,Financials
406,REAH.L,R E A Holdings PLC,True,Europe,Consumer Non-Cyclicals
407,RKT.L,Reckitt Benckiser Group PLC,True,Europe,Consumer Non-Cyclicals
408,REL.L,RELX PLC,True,Europe,Technology
409,RTO.L,Rentokil Initial PLC,True,Europe,Industrials
410,RCDO.L,Ricardo PLC,True,Europe,Industrials
411,RCP.L,RIT Capital Partners PLC,True,Europe,Financials
412,ROR.L,Rotork PLC,True,Europe,Industrials
413,MPE.L,M P Evans Group PLC,True,Europe,Consumer Non-Cyclicals
414,NWG.L,NatWest Group PLC,True,Europe,Financials
415,RIO.L,Rio Tinto PLC,True,Europe,Basic Materials
416,DLAR.L,De La Rue PLC,True,Europe,Industrials
417,MGNS.L,Morgan Sindall Group PLC,True,Europe,Industrials
418,SGE.L,Sage Group PLC,True,Europe,Technology
419,SBRY.L,J Sainsbury PLC,True,Europe,Consumer Non-Cyclicals
420,SVS.L,Savills PLC,True,Europe,Real Estate
421,SDR.L,Schroders PLC,True,Europe,Financials
422,SAIN.L,Scottish American Investment Company P L C,True,Europe,Financials
423,FGT.L,Finsbury Growth & Income Trust PLC,True,Europe,Financials
424,SMT.L,Scottish Mortgage Investment Trust PLC,True,Europe,Financials
425,STVG.L,STV Group PLC,True,Europe,Consumer Cyclicals
426,ARBB.L,Arbuthnot Banking Group PLC,True,Europe,Financials
427,SNR.L,Senior PLC,True,Europe,Industrials
428,SRP.L,Serco Group PLC,True,Europe,Industrials
429,SVT.L,Severn Trent PLC,True,Europe,Utilities
430,SFR.L,Severfield PLC,True,Europe,Industrials
431,RWI.L,Renewi PLC,True,Europe,Industrials
432,SHI.L,SIG PLC,True,Europe,Consumer Cyclicals
433,BGS.L,Baillie Gifford Shin Nippon PLC,True,Europe,Financials
434,SGRO.L,Segro PLC,True,Europe,Real Estate
435,SMWH.L,WH Smith PLC,True,Europe,Consumer Cyclicals
436,SMDS.L,DS Smith PLC,True,Europe,Basic Materials
437,SMIN.L,Smiths Group PLC,True,Europe,Consumer Non-Cyclicals
438,PNN.L,Pennon Group PLC,True,Europe,Utilities
439,SPX.L,Spirax Group PLC,True,Europe,Industrials
440,STAN.L,Standard Chartered PLC,True,Europe,Financials
441,MTC.L,Mothercare PLC,True,Europe,Consumer Cyclicals
442,SUS.L,S&U PLC,True,Europe,Financials
443,TATE.L,Tate & Lyle PLC,True,Europe,Consumer Non-Cyclicals
444,TW.L,Taylor Wimpey PLC,True,Europe,Consumer Cyclicals
445,TMPL.L,Temple Bar Investment Trust PLC,True,Europe,Financials
446,TSCO.L,Tesco PLC,True,Europe,Consumer Non-Cyclicals
447,MRCM.L,Mercantile Investment Trust PLC,True,Europe,Financials
448,TFW.L,FW Thorpe PLC,True,Europe,Consumer Cyclicals
449,THRG.L,BlackRock Throgmorton Trust plc,True,Europe,Financials
450,TPK.L,Travis Perkins PLC,True,Europe,Consumer Cyclicals
451,TET.L,Treatt PLC,True,Europe,Consumer Non-Cyclicals
452,TRY.L,TR Property Investment Trust PLC,True,Europe,Financials
453,HSL.L,Henderson Smaller Companies Investment Trust PLC,True,Europe,Financials
454,LLOY.L,Lloyds Banking Group PLC,True,Europe,Financials
455,TLW.L,Tullow Oil PLC,True,Europe,Energy
456,ULVR.L,Unilever PLC,True,Europe,Consumer Non-Cyclicals
457,AVG.L,Avingtrans PLC,True,Europe,Industrials
458,VP.L,VP PLC,True,Europe,Industrials
459,VCP.L,Victoria PLC,True,Europe,Consumer Cyclicals
460,VIDV.L,Videndum PLC,True,Europe,Technology
461,VLX.L,Volex PLC,True,Europe,Industrials
462,WEIR.L,Weir Group PLC,True,Europe,Industrials
463,WTB.L,Whitbread PLC,True,Europe,Consumer Cyclicals
464,MARS.L,Marston's PLC,True,Europe,Consumer Cyclicals
465,WPP.L,WPP PLC,True,Europe,Consumer Cyclicals
466,YNGa.L,Young & Co's Brewery PLC,True,Europe,Consumer Cyclicals
467,SYNTS.L,Synthomer PLC,True,Europe,Basic Materials
468,CTY.L,City of London Investment Trust PLC,True,Europe,Financials
469,ARBNO.S,Arbonia AG,True,Europe,Consumer Cyclicals
470,GAMH.S,GAM Holding AG,True,Europe,Financials
471,BLKB.S,Basellandschaftliche Kantonalbank,True,Europe,Financials
472,BSKP.S,Basler Kantonalbank,True,Europe,Financials
473,BELL.S,Bell Food Group AG,True,Europe,Consumer Non-Cyclicals
474,OERL.S,OC Oerlikon Corporation AG Pfaeffikon,True,Europe,Industrials
475,CALN.S,Calida Holding AG,True,Europe,Consumer Cyclicals
476,GAV.S,Carlo Gavazzi Holding AG,True,Europe,Industrials
477,DAE.S,Daetwyler Holding AG,True,Europe,Consumer Cyclicals
478,EMSN.S,Ems Chemie Holding AG,True,Europe,Basic Materials
479,CFR.S,Compagnie Financiere Richemont SA,True,Europe,Consumer Cyclicals
480,CFT.S,Compagnie Financiere Tradition SA,True,Europe,Financials
481,GF.S,Georg Fischer AG,True,Europe,Industrials
482,FHZN.S,Flughafen Zuerich AG,True,Europe,Industrials
483,FORN.S,Forbo Holding AG,True,Europe,Consumer Cyclicals
484,APGN.S,APG SGA SA,True,Europe,Consumer Cyclicals
485,GRKP.S,Graubuendner Kantonalbank,True,Europe,Financials
486,GURN.S,Gurit Holding AG,True,Europe,Basic Materials
487,HOLN.S,Holcim AG,True,Europe,Basic Materials
488,ISN.S,Intershop Holding AG,True,Europe,Real Estate
489,JFN.S,Jungfraubahn Holding AG,True,Europe,Consumer Cyclicals
490,BEKN.S,Berner Kantonalbank AG,True,Europe,Financials
491,KARN.S,Kardex Holding AG,True,Europe,Industrials
492,NEAG.S,Naturenergie Holding AG,True,Europe,Utilities
493,VATN.S,Valiant Holding AG,True,Europe,Financials
494,LEHN.S,Lem Holding SA,True,Europe,Industrials
495,LISN.S,Chocoladefabriken Lindt & Spruengli AG,True,Europe,Consumer Non-Cyclicals
496,METG.S,Meier Tobler Group AG,True,Europe,Industrials
497,METN.S,Metall Zug AG,True,Europe,Consumer Cyclicals
498,MIKN.S,Mikron Holding AG,True,Europe,Basic Materials
499,GMI.S,Groupe Minoteries SA,True,Europe,Consumer Non-Cyclicals
500,NESN.S,Nestle SA,True,Europe,Consumer Non-Cyclicals
501,OFN.S,Orell Fuessli AG,True,Europe,Industrials
502,PEDU.S,Perrot Duval Holding SA,True,Europe,Industrials
503,PMN.S,Phoenix Mecano AG,True,Europe,Industrials
504,RIEN.S,Rieter Holding AG,True,Europe,Industrials
505,SCHP.S,Schindler Holding AG,True,Europe,Industrials
506,SWTQ.S,Schweiter Technologies AG,True,Europe,Basic Materials
507,SFZN.S,Siegfried Holding AG,True,Europe,Healthcare
508,SIKA.S,Sika AG,True,Europe,Basic Materials
509,SUN.S,Sulzer AG,True,Europe,Industrials
510,TECN.S,Tecan Group AG,True,Europe,Technology
511,REHN.S,Romande Energie Holding SA,True,Europe,Utilities
512,VBSN.S,IVF Hartmann Holding AG,True,Europe,Healthcare
513,VPBN.S,VP Bank AG,True,Europe,Financials
514,VETN.S,Vetropack Holding SA,True,Europe,Basic Materials
515,VILN.S,Villars Holding SA,True,Europe,Consumer Non-Cyclicals
516,VONN.S,Vontobel Holding AG,True,Europe,Financials
517,ZEHN.S,Zehnder Group AG,True,Europe,Industrials
518,BYS.S,Bystronic AG,True,Europe,Industrials
519,ZUGER.S,Zuger Kantonalbank,True,Europe,Financials
520,ROCKb.CO,Rockwool A/S,True,Europe,Basic Materials
521,1MC.AX,Morella Corporation Ltd,True,Oceania,Basic Materials
522,MDT.N,Medtronic PLC,True,Europe,Healthcare
523,FREG.DE,Fresenius SE & Co KGaA,True,Europe,Healthcare
524,SVEG.OL,Sparebanken Vest,True,Europe,Financials
525,CLSJ.J,Clicks Group Ltd,True,Africa,Consumer Non-Cyclicals
526,CCEP.OQ,Coca-Cola Europacific Partners PLC,True,Europe,Consumer Non-Cyclicals
527,PDL.L,Petra Diamonds Ltd,True,Europe,Basic Materials
528,PFI.NZ,Property for Industry Ltd,True,Oceania,Real Estate
529,BKOM.PR,Komercni Banka as,True,Europe,Financials
530,CEZP.PR,CEZ as,True,Europe,Utilities
531,GAZP.MM,Gazprom PAO,True,Europe,Energy
532,RMHJ.J,RMB Holdings Ltd,True,Africa,Real Estate
533,ALBAV.HE,Alandsbanken Abp,True,Europe,Financials
534,CTY1S.HE,Citycon Oyj,True,Europe,Real Estate
535,KOG.OL,Kongsberg Gruppen ASA,True,Europe,Industrials
536,ALMB.CO,ALM. Brand A/S,True,Europe,Financials
537,BO.CO,Bang & Olufsen A/S,True,Europe,Technology
538,GABR.CO,Gabriel Holding A/S,True,Europe,Consumer Cyclicals
539,COLOb.CO,Coloplast A/S,True,Europe,Healthcare
540,MAERSKb.CO,AP Moeller - Maersk A/S,True,Europe,Industrials
541,DANSKE.CO,Danske Bank A/S,True,Europe,Financials
542,DFDS.CO,DFDS AS,True,Europe,Industrials
543,GN.CO,GN Store Nord A/S,True,Europe,Technology
544,ALKb.CO,ALK-Abello A/S,True,Europe,Healthcare
545,SPGP.CO,SP Group A/S,True,Europe,Basic Materials
546,JYSK.CO,Jyske Bank A/S,True,Europe,Financials
547,RBREW.CO,Royal Unibrew A/S,True,Europe,Consumer Non-Cyclicals
